ascl_id	credit	described_in	citation_method
1507.010	Maret, Sébastien; Bergin, Edwin A.		http://adsabs.harvard.edu/abs/2015ascl.soft07010M
1507.014	Men'shchikov, Alexander	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2012A%26A...542A..81M";}	
1507.015	Sellentin, Elena	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014MNRAS.441.1831S";}	Please see citation information here: http://lnasellentin.github.io/DALI/#credits
1507.018	Zingale, Michael	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2014A%26C.....6...52Z";}	http://adsabs.harvard.edu/abs/2014A%26C.....6...52Z
1508.007	Jarvis, Mike		http://adsabs.harvard.edu/abs/2004MNRAS.352..338J
1508.006	Coe, Dan	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2006AJ....132..926C";}	
1508.001	Mead, Alexander	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015MNRAS.454.1958M";}	http://adsabs.harvard.edu/abs/2015MNRAS.454.1958M and http://adsabs.harvard.edu/abs/2015ascl.soft08001M, and if updates by Mead used, also http://adsabs.harvard.edu/abs/2016MNRAS.459.1468M
1508.005	Coe, Dan; Benitez, Narciso	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2006AJ....132..926C";}	
1509.009	Universidad Complutense de Madrid Astrophysics Research Group	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/1998Ap%26SS.263...99G";}	
1508.003	Cardiel, N; Gorgas, J.; Pedraz, S.; Cenarro, J.; Alonso, O; Gil de Paz, A.; García-Dabó, E.; Sánchez-Blázquez, P.; Mármol-Queraltó, E.; Toloba, E.		Cardiel (1999): Cardiel, N., 1999, Ph.D. thesis, Universidad Complutense de Madrid
1508.002	Socas-Navarro, H.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26A...577A...7S";}	
1508.004	Taylor, Rhys P. W.	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014MNRAS.443.2634T";i:1;s:51:"http://adsabs.harvard.edu/abs/2015A%26C....13...67T";}	http://adsabs.harvard.edu/abs/2015A%26C....13...67T
1601.019	Sullivan, Scott; Cooray, Asantha; Holz, Daniel E.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2007JCAP...09..004S";}	http://adsabs.harvard.edu/abs/2007JCAP...09..004S http://adsabs.harvard.edu/abs/2008PhRvL.100x1302S
1508.010	Evans, K. Franklin	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1998JAtS...55..429E";}	
1701.006	Barklem, Paul S.		http://doi.org/10.5281/zenodo.50218
1511.015	Foreman-Mackey, Daniel	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015ITPAM..38..252A";}	http://adsabs.harvard.edu/abs/2015ITPAM..38..252A
1509.010	Tewes, Malte	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2013A%26A...553A.120T";}	https://ui.adsabs.harvard.edu/#abs/2013A%26A...553A.120T and https://ui.adsabs.harvard.edu/#abs/2016A%26A...585A..88B
1509.002	Nice, D; Demorest, P.; Stairs, I.; Manchester, R.; Taylor, J.; Peters, W.; Weisberg, J.; Irwin, A.; Wex, N.; Huang, Y.	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2006MNRAS.369..655H";i:1;s:49:"http://adsabs.harvard.edu/abs/2006MNRAS.372.1549E";}	Please cite http://adsabs.harvard.edu/abs/2006MNRAS.369..655H for general usage and http://adsabs.harvard.edu/abs/2006MNRAS.372.1549E when discussing the timing model
1511.009	Collett, Thomas E.; Marshall, Philip J.; Mason, Charlotte	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013MNRAS.432..679C";}	Please see citation information here: https://github.com/drphilmarshall/Pangloss#license
1511.014	Marshall, Phil; Sandford, Cato; More, Anupreeta; Buddelmeijerr, Hugo		http://adsabs.harvard.edu/abs/2016MNRAS.455.1171M
1511.008	Neves, Vasco	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2014A%26A...568A.121N";}	
1510.001	Hoffman, John; Tarczon, Michael; Draine, Bruce T.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016ApJ...817..139H";}	http://adsabs.harvard.edu/abs/2016ApJ...817..139H
1602.012	Connolly, Samuel D.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015arXiv150306676C";}	
1602.014	Van Eylen, Vincent; Nowak, Grzegorz; Albrecht, Simon; Palle, Enric; Ribas, Ignasi; Bruntt, Hans; Perger, Manuel; Gandolfi, Davide; Hirano, Teriyuki; Sanchis-Ojeda, Roberto; Kiilerich, Amanda; Arranz, Jorge P.; Badenas, Mariona; Dai, Fei; Deeg, Hans J.; Guenther, Eike W.; Montanes-Rodriguez, Pilar; Narita, Norio; Rogers, Leslie A.; Bejar, Victor J. S.; Shrotriya, Tushar S.; Winn, Joshua N.; Sebastian, Daniel		http://adsabs.harvard.edu/abs/2016ApJ...820...56V
1510.002	Kreidberg, Laura	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015PASP..127.1161K";}	http://adsabs.harvard.edu/abs/2015PASP..127.1161K
1510.003	Parviainen, Hannu	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015MNRAS.453.3821P";}	http://adsabs.harvard.edu/abs/2015MNRAS.453.3821P and http://adsabs.harvard.edu/abs/2013A%26A...553A...6H
1510.004	Devor, Jonathan	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2005ApJ...628..411D";}	
1510.005	Cole, Shaun; Lacey, Cedric G.; Baugh, Carlton M.; Frenk, Carlos S.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2000MNRAS.319..168C";}	
1511.012	Kendrew, Sarah	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012ApJ...755...71K";}	
1511.007	Gill, Stuart P. D.; Knebe, Alexander	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2004MNRAS.351..399G";}	
1511.011	Carrasco Kind, Matias; Brunner, R. J.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014MNRAS.441.3550C";}	
1510.006	Davenhall, A. C.; Hartley, Ken F.; Penny, Alan J.; Kelly, B. D.; King, Dave J.; Lupton, W. F.; Tudhope, D.; Pike, C. D.; Cooke, J. A.; Pence, W. D.; Wallace, Patrick T.; Brownrigg, D. R. K.; Baines, Dave W. T.; Warren-Smith, Rodney F.; McNally, B. V.; Bell, L. L.; Jones, T. A.; Terrett, Dave L.; Pearce, D. J.; Carey, J. V.; Currie, Malcolm J.; Benn, Chris; Beard, S. M.; Giddings, Jack R.; Balona, Luis A.; Harrison, B.; Wood, Roger; Sparkes, Bill; Allan, Peter M.; Berry, David S.; Shirt, J. V.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1991StaUN..23.....L";}	
1512.003	Warren-Smith, Rodney F.; Berry, David S.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1984StaUN..59.....W";}	
1512.004	Berry, David S.; Warren-Smith, Rodney F.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1989StarB...3...14B";}	
1710.013	Kestener, Pierre		Please see citation information here: https://ascl.net/phpBB3/download/file.php?id=45
1511.005	Crawford, Steven M.		http://adsabs.harvard.edu/abs/2015ascl.soft11005C
1511.003	McGlynn, Thomas A.; McDonald, Laura M.; Scollick, Keith A.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1994ASPC...61...34M";}	
1511.002	Wallin, John F.; Holincheck, Anthony; Harvey, Allen	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2016A%26C....16...26W";}	http://adsabs.harvard.edu/abs/2015ascl.soft11002W
1609.001	Merlin, E.; Fontana, A.; Ferguson, H. C.; Dunlop, J. S.; Elbaz, D.; Bourne, N.; Bruce, V. A.; Buitrago, F.; Castellano, M.; Schreiber, C.; Grazian, A.; McLure, R. J.; Okumura, K.; Shu, X.; Wang, T.; Amorín, R.; Boutsia, K.; Cappelluti, N.; Comastri, A.; Derriere, S.; Faber, S. M.; Santini, P.	a:2:{i:0;s:51:"http://adsabs.harvard.edu/abs/2016A%26A...595A..97M";i:1;s:51:"http://adsabs.harvard.edu/abs/2015A%26A...582A..15M";}	http://adsabs.harvard.edu/abs/2016A%26A...595A..97M http://adsabs.harvard.edu/abs/2015A%26A...582A..15M
1609.002	Smethurst, R. J.; Lintott, C. J.; Simmons, B. D.; Schawinski, K.; Marshall, P. J.; Bamford, S.; Fortson, L.; Kaviraj, S.; Masters, K. L.; Melvin, T.; Nichol, R. C.; Skibba, R. A.; Willett, K. W.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015MNRAS.450..435S";}	http://adsabs.harvard.edu/abs/2015MNRAS.450..435S and acknowledgement: This work has made use of the StarPy star formation history Python code described in Smethurst et al. (2015).
1512.005	Wesson, R.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016MNRAS.456.3774W";}	
1905.014	Spitzer Science Center; NASA/IPAC Infrared Science Archive	a:1:{i:0;s:53:"https://ui.adsabs.harvard.edu/abs/2008ASPC..394..470L";}	
1511.017	Melchior, Peter; Sheldon, Erin; Drlica-Wagner, Alex; Rykoff, Eli S.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2016A%26C....16...99M";}	http://adsabs.harvard.edu/abs/2016A%26C....16...99M
1511.018	Kipping, David M.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016MNRAS.455.1680K";}	
1511.013	Lupton, Robert; Blanton, Michael R.; Fekete, George; Hogg, David W.; O'Mullane, Wil; Szalay, Alex; Wherry, Nicholas	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2004PASP..116..133L";}	
1512.017	Hamilton, Andrew J. S.		http://adsabs.harvard.edu/abs/2000MNRAS.312..257H
1512.016	White, Martin	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015MNRAS.450.3822W";}	
1511.019	Marulli, Federico; Veropalumbo, Alfonso; Moresco, Michele	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2016A%26C....14...35M";}	
1511.020	Bolmont, Emeline; Raymond, Sean N.; Leconte, Jeremy; Hersant, Franck; Correia, Alexandre C. M.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26A...583A.116B";}	
1511.021	Thyagarajan, Nithyanandan; Beardsley, Adam P.; Bowman, Judd D.; Morales, Miguel F.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2017MNRAS.467..715T";}	
1511.023	Rottoli, Luca	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016JHEP...02..130G";}	http://adsabs.harvard.edu/abs/2015JHEP...11..009G, http://adsabs.harvard.edu/abs/2016JHEP...02..130G, and the URL http://promptnuflux.hepforge.org
1601.005	Knödlseder, Jürgen; Mayer, Michael; Deil, Christoph; Buehler, Rolf; Bregeon, Johan; Martin, Pierrick		Please see citation information here: http://cta.irap.omp.eu/ctools/about.html#acknowledging-or-citing-ctools
1512.015	Shields, Douglas W.; Boe, Benjamin; Pfountz, Casey; Davis, Benjamin L.; Hartley, Matthew; Pour Imani, Hamed; Slade, Zac; Kennefick, Daniel; Kennefick, Julia	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015arXiv151106365S";}	
1512.001	Esplin, T. L.; Luhman, K. L.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016AJ....151....9E";}	
1512.014	Binney, James; McMillan, Paul J	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016MNRAS.456.1982B";}	
1512.007	Naiman, J. P.	a:1:{i:0;s:63:"https://ui.adsabs.harvard.edu/#abs/2016A&C....15...50N/abstract";}	
1512.008	Tempel, Elmo; Stoica, Radu S.		http://adsabs.harvard.edu/abs/2016A%26C....16...17T and http://adsabs.harvard.edu/abs/2014MNRAS.438.3465T
1512.009	Aguena, Michel; Busti, Vinicius C.; Camacho, Hugo; Sasdelli, Michele; Ishida, Emille E. O.; Vilalta, Ricardo; Trindade, Arlindo M. M.; Gieseke, Fabien; de Souza, Rafael S.; Fantaye, Yabebal T.; Mazzali, Paolo A.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016MNRAS.461.2044S";}	http://adsabs.harvard.edu/abs/2015ascl.soft12009A and http://adsabs.harvard.edu/abs/2016MNRAS.461.2044S
1512.011	Varley, Ryan	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016CoPhC.207..298V";}	http://adsabs.harvard.edu/abs/2016CoPhC.207..298V
1601.018	Mighell, Kenneth	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2005MNRAS.361..861M";}	
1601.015	Mighell, Kenneth	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2000ASPC..216..651M";}	http://adsabs.harvard.edu/abs/2000ASPC..216..651M
1512.013	Deen, Casey	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013AJ....146...51D";}	
1512.019	Kim, Dae-Won; Bailer-Jones, Coryn A. L.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2016A%26A...587A..18K";}	http://adsabs.harvard.edu/abs/2016A%26A...587A..18K
1512.020	Sanders, Jason L.; Binney, James	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016MNRAS.457.2107S";}	http://adsabs.harvard.edu/abs/2016MNRAS.457.2107S
1601.007	van Dyk, David; Stein, Nathan M.; Connors, Alanna; Kashyap, Vinay; Siemiginowska, Aneta	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011ASPC..442..463C";}	
1601.017	Jones, David E.; Kashyap, Vinay L.; van Dyk, David A.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015ApJ...808..137J";}	
1602.001	Wong, Raymond K. W.; Kashyap, Vinay L.; Lee, Thomas C. M.; van Dyk, David A.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015arXiv150807083W";}	
1601.016	Cappellari, Michele	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2006MNRAS.366..787K";}	
1601.001	Borsato, Luca	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2014A%26A...571A..38B";}	http://adsabs.harvard.edu/abs/2014A%26A...571A..38B
1601.002	Robotham, Aaron S.G.; Obreschkow, Danail	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015PASA...32...33R";}	http://adsabs.harvard.edu/abs/2015PASA...32...33R
1603.018	Evans, K. Franklin	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1991JQSRT..46..413E";}	Email to author
1601.003	Henshaw, J. D.; Longmore, S. N.; Kruijssen, J. M. D.; Davies, B.; Bally, J.; Barnes, A.; Battersby, C.; Burton, M.; Cunningham, M. R.; Dale, J. E.; Ginsburg, A.; Immer, K.; Jones, P. A.; Kendrew, S.; Mills, E. A. C.; Molinari, S.; Moore, T. J. T.; Ott, J.; Pillai, T.; Rathborne, J.; Schilke, P.; Schmiedeke, A.; Testi, L.; Walker, D.; Walsh, A.; Zhang, Q.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016MNRAS.457.2675H";}	http://adsabs.harvard.edu/abs/2016MNRAS.457.2675H
1605.015	Zhang, Ming	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018MNRAS.473.4505Z";}	
1601.021	Dotter, Aaron	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016ApJS..222....8D";}	http://adsabs.harvard.edu/abs/2016ApJS..222....8D
1601.004	Pu, Hung-Yi; Yun, Kiyun; Younsi, Ziri; Yoon, Suk-Jin	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016arXiv160102063P";}	http://adsabs.harvard.edu/abs/2016arXiv160102063P
1602.021	Tassev, Svetlin V.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013JCAP...06..036T";}	http://adsabs.harvard.edu/abs/2013JCAP...06..036T
1601.006	Croton, Darren J.; Stevens, Adam R. H.; Tonini, Chiara; Garel, Thibault; Bernyk, Maksym; Bibiano, Antonio; Hodkinson, Luke; Mutch, Simon J.; Poole, Gregory B.; Shattow, Genevieve M.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016ApJS..222...22C";}	
1602.018	Perrin, Marshall; Long, Joseph; Douglas, Ewan; Sivaramakrishnan, Anand; Slocum, Christine; and <a href="https://pythonhosted.org/poppy/about.html#about-team"> others</a>	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016AAS...22711301L";}	This research made use of POPPY, an open-source optical propagation Python package originally developed for the James Webb Space Telescope project (Perrin, 2012).
1601.009	Mullally, Fergal; Barclay, Thomas; Barentsen, Geert		http://adsabs.harvard.edu/abs/2016ascl.soft01009M and http://dx.doi.org/10.5281/zenodo.44283
1601.011	Riedel, Adric R.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2017AJ....153...95R";}	
1601.010	Gonzalez, Roberto E.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2016A%26C....17...80G";}	
1601.014	Scott, Pat; Savage, Chris	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012JCAP...11..057S";}	http://adsabs.harvard.edu/abs/2012JCAP...11..057S http://adsabs.harvard.edu/abs/2016JCAP...04..022A
1604.010	Jones, David O.; Kunz, Martin; Bassett, Bruce A.; Hlozek, Renée A.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2007PhRvD..75j3508K";}	
1602.002	Bellm, Eric C.; Sesar, Branimir		http://adsabs.harvard.edu/abs/2016ascl.soft02002B
1602.003	Soto, Kurt T.; Lilly, Simon J.; Bacon, Roland; Richard, Johan; Conseil, Simon	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016MNRAS.458.3210S";}	http://adsabs.harvard.edu/abs/2016MNRAS.458.3210S
1602.004	Laibe, Guillaume; Price, Daniel J.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011MNRAS.418.1491L";}	
1602.013	Granett, Benjamin R.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016arXiv160203121G";}	
1807.018	Tronsgaard, René	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014PASP..126..838W";}	http://adsabs.harvard.edu/abs/2014PASP..126..838W
1602.010	Ho, Anna Y. Q.; Ness, Melissa; Hogg, David W.; Rix, Hans-Walter	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015ApJ...808...16N";}	http://adsabs.harvard.edu/abs/2015ApJ...808...16N
1602.009	Petri, A.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2016A%26C....17...73P";}	
1602.005	Mantz, Adam B.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016MNRAS.457.1279M";}	
1602.006	Sereno, Mauro	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016MNRAS.455.2149S";}	
1602.007	Panopoulou, G. V.; Tassis, K.; Goldsmith, P. F.; Heyer, M. H.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014MNRAS.444.2507P";}	http://adsabs.harvard.edu/abs/2014MNRAS.444.2507P
1602.008	Wallraff, Marius	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014arXiv1409.1387W";}	
1602.019	Da Silva, Robert L.; Krumholz, Mark R.; Fumagalli, Michele; Fall, S. Michael	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014MNRAS.438.2355D";}	
1603.001	Vigan, Arthur		https://ui.adsabs.harvard.edu/#abs/2016ascl.soft03001V/
1603.002	Brakensiek, Joshua; Ragozzine, Darin	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016arXiv160207014B";}	http://adsabs.harvard.edu/abs/2016arXiv160207014B
1603.005	Howarth, I. D.; Adams, S.; Clegg, R. E. S.; Ruffle, D. P.; Liu, X.-W.; Pritchet, C. J.; Ercolano, B.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1981ucl..rept.....H";}	
1603.003	Gomez Gonzalez, Carlos Alberto; Wertz, Olivier; Christiaens, Valentin; Absil, Olivier; Mawet, Dimitri	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2017AJ....154....7G";}	http://adsabs.harvard.edu/abs/2017AJ....154....7G
1604.009	Engels, Bill; Gossan, Sarah	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014PhRvD..90l4026E";}	
1712.010	Khomenko, E.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2008SoPh..251..589K";}	Please contact schunker @ mps.mpg.de for citation information
1603.006	McEwen, Joseph E.; Fang, Xiao; Hirata, Christopher M.; Blazek, Jonathan A.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016arXiv160304826M";}	http://adsabs.harvard.edu/abs/2016arXiv160304826M
1603.007	Somerville, W. R. C.; Auguié, B.; Le Ru, E. C.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016JQSRT.174...39S";}	http://adsabs.harvard.edu/abs/2016JQSRT.174...39S
1706.002	Law, Casey J.		https://ui.adsabs.harvard.edu/abs/2017ascl.soft06002L
1603.008	Okumura, Akira	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016APh....76...38O";}	http://adsabs.harvard.edu/abs/2016APh....76...38O
1603.012	Law, Casey J.		http://adsabs.harvard.edu/abs/2016ascl.soft03012L
1603.011	Czekala, Ian	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015ApJ...806..154C";}	http://adsabs.harvard.edu/abs/2015ApJ...806..154C
1604.007	Brewer, Brendon	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2009arXiv0912.2380B";}	http://adsabs.harvard.edu/abs/2009arXiv0912.2380B
1605.002	Ford, Jes	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016AJ....152..228F";}	http://dx.doi.org/10.5281/zenodo.51370
1603.010	Kipping, David M.; Sandford, Emily	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016arXiv160305662K";}	
1603.015	Burns, Keaton J.; Vasil, Geoffrey M.; Oishi, Jeffrey S.; Lecoanet, Daniel; Brown, Benjamin		http://adsabs.harvard.edu/abs/2016ascl.soft03015B
1603.016	Maxted, P. F. L.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016arXiv160308484M";}	
1703.004	Mommert, Michael	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2017A%26C....18...47M";}	http://adsabs.harvard.edu/abs/2017A%26C....18...47M
1604.006	Ueta, Toshiya; Meixner, Margaret	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2003ApJ...586.1338U";}	http://adsabs.harvard.edu/abs/2003ApJ...586.1338U
1604.005	Hearin, Andrew; Tollerud, Erik; Robitaille,Thomas; Droettboom, Michael; Zentner, Andrew; Bray, Erik; Craig, Matt; Bradley, Larry; Barbary, Kyle; Deil, Christoph; Tan, Kevin; Becker, Matthew R.; More, Surhud; Günther, Hans Moritz; Sipocz, Brigitta		http://adsabs.harvard.edu/abs/2016arXiv160604106H and DOI of version used; please see http://halotools.readthedocs.io/en/latest/quickstart_and_tutorials/development/citing_halotools.html for additional citation information
1604.002	Tomasi, Maurizio	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2016A&C....16...88T";}	https://ui.adsabs.harvard.edu/#abs/2016A&C....16...88T
1606.013	Pennucci, Timothy T.; Demorest, Paul B.; Ransom, Scott M.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014ApJ...790...93P";}	
1712.011	Johnson, Emily; Davenport, James R. A.; Hawley, Suzanne L.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014ApJ...797..122D";}	http://adsabs.harvard.edu/abs/2014ApJ...797..122D
1604.011	Iwasawa, Masaki; Tanikawa, Ataru; Hosono, Natsuki; Nitadori, Keigo; Muranushi, Takayuki; Makino, Junichiro	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016arXiv160103138I";}	
1604.012	Agol, Eric; Deck, Katherine	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016ApJ...818..177A";}	
1712.014	Carter, Joshua A; Agol, Eric	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013ApJ...765..132C";}	http://adsabs.harvard.edu/abs/2013ApJ...765..132C, http://adsabs.harvard.edu/abs/2004ITSP...52..645K
1605.009	Kim, Dae-Won	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2005JASS...22..385K";}	http://adsabs.harvard.edu/abs/2005JASS...22..385K, https://github.com/dwkim78/ASTRiDE
1605.008	Kim, Dae-Won	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2009MNRAS.397..558K";}	http://adsabs.harvard.edu/abs/2009MNRAS.397..558K, https://github.com/dwkim78/pdtrend
1612.019	Hummels, Cameron B.; Silvia, Devin W.; Smith, Britton	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2017ApJ...847...59H";}	http://adsabs.harvard.edu/abs/2017ApJ...847...59H
1605.001	Hinton, Samuel	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2016A%26C....15...61H";}	
1703.003	Sinha, Manodeep; Garrison, Lehman		http://adsabs.harvard.edu/abs/2017ascl.soft03003S
1605.003	Vandenbroucke, Bert	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2016A%26C....16..109V";}	
1606.011	Toth, Gabor; van der Holst, Bartholomeus; Huang, Zhenguang	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011ApJ...732..102T";}	http://adsabs.harvard.edu/abs/2011ApJ...732..102T
1606.012	Hartman, Joel D.		http://adsabs.harvard.edu/abs/2015AJ....149..166H
1605.007	Neyrinck, Mark C.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016MNRAS.455L..11N";}	
1606.007	McEwen, Jason D.	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012PhRvD..85j3502M";i:1;s:49:"http://adsabs.harvard.edu/abs/2008ITSP...56.3813M";}	http://adsabs.harvard.edu/abs/2012PhRvD..85j3502M http://adsabs.harvard.edu/abs/2008ITSP...56.3813M
1605.006	Ginsburg, Adam; Kruijssen, J. M. Diederik; Longmore, Steven N.; Koch, Eric; Glover, Simon C. O.; Dale, James E.; Commerçon, Benoît; Giannetti, Andrea; McLeod, Anna F.; Testi, Leonardo; Zahorecz, Sarolta; Rathborne, Jill M.; Zhang, Qizhou; Fontani, Francesco; Beltrán, Maite T.; Rivilla, Victor M.		Please cite as follows: "This work has used the CAMELOT project (Ginsburg et al 2016; DOI: 10.5281/zenodo.47875; http://camelot-project.org/)."
1605.004	Masseron, Thomas; Merle, Thibault; Hawkins, Keith		http://adsabs.harvard.edu/abs/2016ascl.soft05004M
1605.005	Bania, Thomas; Wenger, Trey; Balser, Dana; Anderson, Loren		DOI:10.5281/zenodo.32790
1605.010	Fraser, Wesley C.; Alexandersen, Mike; Schwamb, Megan E.; Marsset, Michael E.; Pike, Rosemary E.; Kavelaars, JJ; Bannister, Michele T.; Benecchi, Susan; Delsanti, Audrey	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016arXiv160400031F";}	http://adsabs.harvard.edu/abs/2016arXiv160400031F
